name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
"Civil Hospital, Tohana",Opposite New Sabzi Mandi Tohana,Yes (6),5,1,0,0,10,3,14,2,Yes,Yes,Yes,Yes,Yes,2021-05-23 11:06,5
Community Health Center Bhattu,"Surya Nagar, Bhattu Mandi near Railway Station",Yes (4),2,2,0,0,4,2,6,0,Yes,Yes,Yes,Yes,Yes,2021-05-23 14:53,5
Community Health Center Bhuna,CHC Bhuna,Yes (22),11,11,0,0,16,14,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-23 17:25,5
Community Health Center JAKHAL,Near SBI Bank Jakhal,Yes (4),4,0,0,0,6,0,6,0,Yes,Yes,Yes,Yes,Yes,2021-05-23 19:42,5
"Gupta Children Hospital, Ratia","Aggarwal Colony, Ratia",Yes (10),1,8,1,0,6,8,2,1,Yes,Yes,Yes,Yes,Yes,2021-05-23 11:19,5
Kaushal Hospital,"Near Harvinder Singh Petrol Pump, Hisar Road, Fatehabad",Yes (6),4,0,2,2,12,0,6,4,Yes,Yes,Yes,Yes,Yes,2021-05-23 11:28,5
"Manav Sewa Sangam Hospital, Tohana",Near Truck Union,No (0),0,0,0,0,15,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-23 11:12,5
Miglani Hospital,"Employees Colony, Ratia,",Yes (11),9,2,0,0,15,2,7,7,Yes,Yes,Yes,Yes,Yes,2021-05-23 17:11,5
Rajasthan Medical Centre (RMC) Hospital Tohana,Kenchi Chowk Tohana,Yes (10),10,0,0,0,11,0,4,2,Yes,Yes,Yes,Yes,Yes,2021-05-23 17:02,5
Sadhbhawdna Hospital Fatehabad,Near Court Complex Hisar Road Fatehabad,Yes (24),4,20,0,0,15,20,15,5,Yes,Yes,Yes,Yes,Yes,2021-05-23 11:07,5
Sanjeevani Hospital Fatehabad,"Goshala Road, near Ashirbad Pelace",Yes (4),3,0,1,1,6,0,4,3,Yes,Yes,Yes,Yes,Yes,2021-05-23 11:23,5
Sanjeevani Hospital Tohana,"Kenchi Chock, Tohana",Yes (3),0,3,0,0,0,6,12,2,Yes,Yes,Yes,Yes,Yes,2021-05-23 11:26,5
"Singla Hospital , fatehabad","Bhattu Road, Batra Colony, Fatehabad",Yes (10),4,6,0,0,5,8,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-23 14:48,5
WadhwaMaternity and surgical Hospital Fatehabad,"Near Papiha Park, Fatehabad",Yes (6),1,0,5,0,1,0,7,1,Yes,Yes,Yes,Yes,Yes,2021-05-23 19:54,5
BALAJI HOSPITAL,"Yamuna Nagar, Haryana",Yes (11),7,2,2,0,8,2,2,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:35,22
Ch Lekh Raj Multispeciality Hospital,Vill Gadhauli Yamuna Nagar,Yes (143),135,0,8,3,140,0,10,5,Yes,Yes,Yes,Yes,Yes,2021-05-23 18:30,22
CHC Bilaspur,CHC Bilaspur,Yes (15),2,13,0,0,8,17,0,0,Yes,No,Yes,No,Yes,2021-05-23 18:21,22
CHC Chhachharuli,CHC Chhachharuli,Yes (15),4,11,0,0,10,20,0,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:22,22
CHC Naharpur,Naharpur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,No,No,Yes,2021-05-23 18:33,22
CHC Partap Nagar,CHC Partap Nagar,Yes (14),5,9,0,0,6,10,0,0,Yes,No,Yes,No,Yes,2021-05-23 18:22,22
CHC Radaur,Radaur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:32,22
CHC Saraswati Nagar,CHC Saraswati Nagar,Yes (19),8,11,0,0,14,11,0,0,Yes,No,Yes,No,Yes,2021-05-23 18:23,22
DABRA HOSPITAL Yamunanagar,DABRA HOSPITAL,Yes (17),9,8,0,1,11,8,4,2,No,No,No,No,No,2021-05-23 18:24,22
ESI Hospital,"ESI Hospital, Jagadhri",Yes (14),14,0,0,0,50,0,8,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:19,22
Gaba Hospital,Gaba Hospital Yamunanagar,Yes (25),0,25,0,0,50,40,30,5,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-23 18:19,22
GULATI HOSPITAL,GULATI HOSPITAL,Yes (7),6,1,0,0,25,3,6,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:24,22
Heart Care Center Hospital,Near Lal Dwara Mandir Yamuna Nagar,Yes (15),2,2,11,4,2,2,15,7,Yes,No,Yes,Yes,Yes,2021-05-23 18:21,22
JP Hospital Pvt,"Jagadhri Rd, near Luxmi Theater, Vishwakarma Mohalla, Yamuna Nagar,HARAYANA Haryana",Yes (6),3,3,0,0,15,15,13,2,Yes,No,Yes,Yes,Yes,2021-05-23 18:19,22
KAPOOR HOSPITAL,"SH 6A Indira Colony Jagadhri, yamunanagart ,Haryana",Yes (7),2,0,5,0,4,0,8,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:28,22
KESHWANI HOSPITAL,"Jagadhri - Yamuna Nagar Rd, Tagore Garden, Yamuna Nagar, Haryana",Yes (3),3,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:35,22
Maxxwell Hospital,Jagadhari Yamuna Nagar,Yes (13),9,1,3,0,10,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:25,22
Mukand Lal District Civil Hospital Yamunanagar,Mukand Lal District Civil Hospital YNR,Yes (11),3,8,0,1,18,9,0,5,Yes,No,Yes,Yes,Yes,2021-05-23 18:25,22
NIRMAL HOSPITAL,"199, Radaur Rd, near nirmal hospital, camp, Garhi Gujran, Haryana",Yes (10),8,1,1,0,13,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:20,22
RK Gupta,opp DAV Sr Sec School Near Madhu Hotel YNR,Yes (4),4,0,0,0,15,2,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-23 18:33,22
SABBARWAL HOSPITAL,"Gulab Nagar, Jagadhri, Haryana",Yes (1),0,0,1,0,6,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:28,22
Sachdeva Hospital,"2227, Civil Lines Rd, Sri Nagar Colony, Civil Lines, Gomti Mohalla, Jagadhri, Haryana",Yes (20),12,6,2,0,16,8,4,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:34,22
Santosh Hospital,"Santosh Hospital  Kanhaiya Sahib Chowk, near Govt.School, Harbanspura Colony, Gobind Pura, Yamuna Nagar, Haryana",Yes (14),2,8,4,0,5,9,14,2,Yes,No,Yes,Yes,Yes,2021-05-23 18:18,22
SHARMA HOSPITAL,Near Agarsain Chowk Jagadhri,Yes (3),3,0,0,0,12,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:29,22
Shree Medical Care Hospital,"359/2, Jain nagar, Jagadhri, Haryana",Yes (9),9,0,0,0,15,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-23 18:36,22
Shureshtha Hospital,Model Colony YNR,No (0),0,0,0,0,9,1,2,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:34,22
SP Hospital Jag,S.P Hospital Jag,Yes (5),4,0,1,0,4,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-23 18:26,22
Swami Vivekanand Hospital Yamunanagar,"Swami Vivekanand Hospital,Yamuna Nagar, Haryana",Yes (22),14,8,0,0,20,10,19,1,Yes,No,Yes,Yes,Yes,2021-05-23 18:27,22
tejli stadium,64 A Tejli,Yes (34),5,29,0,0,20,56,0,0,Yes,No,No,No,Yes,2021-05-23 18:27,22
VARDAAN HOSPITAL,OPP KOHLI HOSPITAL NEAR AGARSEN COLLEGE JAGADHRI,Yes (8),6,2,0,0,8,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-23 18:36,22
WARYAM SINGH HOSPITAL,NEAR CIVIL HOSPITAL YAMUNA NAGAR,Yes (20),14,2,4,0,16,2,4,0,Yes,Yes,Yes,Yes,Yes,2021-05-23 18:29,22
